ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2016-0157,1,2016-12-03,06:40:00,2016,12,3,6,SABADO,DIA,AV JUAN B JUSTO 5645,AVENIDA,11,MOTO-MOTO,MOTO,MOTO,-58.47576807,-34.61740997
2016-0159,1,2016-12-04,07:21:00,2016,12,4,7,DOMINGO,DIA,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,AUTO-SD,AUTO,SD,-58.44451316,-34.68475866
2016-0160,1,2016-12-06,05:30:00,2016,12,6,5,MARTES,NOCHE,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,-58.51927194,-34.63635787
2016-0161,1,2016-12-06,07:22:00,2016,12,6,7,MARTES,DIA,AV SANTA FE Y GODOY CRUZ,AVENIDA,14,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42525456,-34.57866344
2016-0162,1,2016-12-07,05:00:00,2016,12,7,5,MIERCOLES,NOCHE,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15,PEATON-AUTO,PEATON,AUTO,-58.45396573,-34.58518167
2016-0163,1,2016-12-10,07:30:00,2016,12,10,7,SABADO,DIA,AV GRAL PAZ Y AV GENERAL MOSCONI,AUTOPISTA,11,MOTO-AUTO,MOTO,AUTO,-58.52340614,-34.59798754
2016-0164,1,2016-12-11,06:16:00,2016,12,11,6,DOMINGO,DIA,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,AUTO-AUTO,AUTO,AUTO,-58.42323628,-34.64119105
2016-0165,1,2016-12-12,08:25:00,2016,12,12,8,LUNES,DIA,AV MARTIN GARCIA 300,AVENIDA,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.36926144,-34.62841919
2016-0168,1,2016-12-13,10:40:00,2016,12,13,10,MARTES,DIA,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,MOTO-AUTO,MOTO,AUTO,-58.42323628,-34.64119105
2016-0169,1,2016-12-15,15:30:00,2016,12,15,15,JUEVES,DIA,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.47935434,-34.55676497
2016-0170,1,2016-12-19,17:10:00,2016,12,19,17,LUNES,DIA,AV GRAL PAZ 4500,AUTOPISTA,12,MOTO-AUTO,MOTO,AUTO,-58.50598256,-34.5637998
2016-0171,1,2016-12-25,19:00:00,2016,12,25,19,DOMINGO,NOCHE,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1,MOTO-MOTO,MOTO,MOTO,-58.36607137,-34.62150748
2016-0172,1,2016-12-26,08:00:00,2016,12,26,8,LUNES,DIA,AV GARAY Y CASTRO,AVENIDA,5,MOTO-CARGAS,MOTO,CARGAS,-58.41918902,-34.63174259
2016-0173,1,2016-12-26,19:52:00,2016,12,26,19,LUNES,NOCHE,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7,MOTO-CARGAS,MOTO,CARGAS,-58.46749188,-34.63551751
2016-0174,1,2016-12-27,00:00:00,2016,12,27,0,MARTES,NOCHE,AUTOPISTA 25 DE MAYO,AUTOPISTA,0,SD-SD,SD,SD,SD,SD
2016-0175,1,2016-12-27,08:15:00,2016,12,27,8,MARTES,DIA,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,PEATON-BICICLETA,PEATON,BICICLETA,-58.46064174,-34.62960517
2016-0176,1,2016-12-28,01:41:00,2016,12,28,1,MIERCOLES,NOCHE,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.36956186,-34.61232875
2016-0177,1,2016-12-29,04:00:00,2016,12,29,4,JUEVES,NOCHE,ARENALES 3319,CALLE,14,PEATON-AUTO,PEATON,AUTO,-58.40966671,-34.58788235
2016-0178,1,2016-12-30,16:18:00,2016,12,30,16,VIERNES,DIA,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,MULTIPLE,PEATON,MULTIPLE,-58.40288226,-34.61544091
2017-0001,1,2017-01-02,01:00:00,2017,1,2,1,LUNES,NOCHE,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS,-58.4659423,-34.61028571
2017-0003,1,2017-01-05,03:10:00,2017,1,5,3,JUEVES,NOCHE,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,CARGAS-CARGAS,CARGAS,CARGAS,-58.38957669,-34.64410277
2017-0007,1,2017-01-11,17:00:00,2017,1,11,17,MIERCOLES,DIA,LIMA Y MEXICO,CALLE,1,MULTIPLE,PEATON,MULTIPLE,-58.3816166,-34.61529543
2017-0008,1,2017-01-16,00:40:00,2017,1,16,0,LUNES,NOCHE,JOSE A CABRERA Y BONPLAND,CALLE,14,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.43917004,-34.58494351
2017-0009,1,2017-01-16,13:56:00,2017,1,16,13,LUNES,DIA,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,MOTO-CARGAS,MOTO,CARGAS,-58.41595919,-34.62743346
2017-0010,1,2017-01-16,16:30:00,2017,1,16,16,LUNES,DIA,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,MOTO-AUTO,MOTO,AUTO,-58.4356488,-34.62828656
2017-0011,1,2017-01-22,02:30:00,2017,1,22,2,DOMINGO,NOCHE,AV. GRAL. PAZ Y AV. R. BALBIN,AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.5007381,-34.5497951
2017-0012,1,2017-01-24,14:00:00,2017,1,24,14,MARTES,DIA,TRAFUL Y DIOGENES TABORDA,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,-58.40969005,-34.6505529
2017-0013,1,2017-01-27,07:00:00,2017,1,27,7,VIERNES,DIA,IRIARTE 3055,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.38972622,-34.65098981
2017-0014,1,2017-01-28,08:27:34,2017,1,28,8,SABADO,DIA,AV. DONADO Y ARIAS,AVENIDA,12,MULTIPLE,MOTO,MULTIPLE,-58.49185972,-34.55046754
2017-0015,1,2017-02-02,15:18:03,2017,2,2,15,JUEVES,DIA,CORDOBA AV. Y CALLAO,AVENIDA,2,PEATON-AUTO,PEATON,AUTO,-58.39293417,-34.59963642
2017-0016,1,2017-02-03,05:12:21,2017,2,3,5,VIERNES,NOCHE,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,-58.38099494,-34.62288231
2017-0017,1,2017-02-06,08:00:00,2017,2,6,8,LUNES,DIA,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,-58.429012,-34.58095431
2017-0018,1,2017-02-09,07:00:00,2017,2,9,7,JUEVES,DIA,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,-58.50877521,-34.66977709
2017-0021,1,2017-02-18,05:30:00,2017,2,18,5,SABADO,NOCHE,SARMIENTO Y LIBERTAD,CALLE,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38362373,-34.60509972
2017-0024,1,2017-02-23,20:50:00,2017,2,23,20,JUEVES,NOCHE,AV. RIVADAVIA 7121,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46589308,-34.62955795
2017-0025,1,2017-02-24,17:05:00,2017,2,24,17,VIERNES,DIA,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,MOTO-SD,MOTO,SD,-58.43614426,-34.6542464
2017-0026,2,2017-02-26,05:15:00,2017,2,26,5,DOMINGO,NOCHE,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.41842777,-34.64979057
2017-0027,1,2017-02-26,21:57:00,2017,2,26,21,DOMINGO,NOCHE,AV. CASEROS 1429,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.38332245,-34.6319325
2017-0028,1,2017-02-28,09:20:00,2017,2,28,9,MARTES,DIA,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,PEATON-AUTO,PEATON,AUTO,-58.45475488,-34.61196327
2017-0029,1,2017-03-07,02:15:00,2017,3,7,2,MARTES,NOCHE,MOZART Y TANDIL,CALLE,9,SD-AUTO,SD,AUTO,-58.48501341,-34.64742455
2017-0030,1,2017-03-07,08:00:00,2017,3,7,8,MARTES,DIA,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.47010988,-34.65872088
2017-0031,1,2017-03-11,01:30:00,2017,3,11,1,SABADO,NOCHE,24 DE NOVIEMBRE Y PAVON,CALLE,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.4099756,-34.62873635
2017-0032,1,2017-03-12,05:00:00,2017,3,12,5,DOMINGO,NOCHE,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.48892175,-34.68359163
2017-0033,1,2017-03-12,07:30:00,2017,3,12,7,DOMINGO,DIA,AV. GRAL. PAZ KM. 10,AUTOPISTA,11,AUTO-AUTO,AUTO,AUTO,-58.52466448,-34.60325478
2017-0034,1,2017-03-13,07:50:00,2017,3,13,7,LUNES,DIA,GODOY CRUZ 2651,CALLE,14,PEATON-AUTO,PEATON,AUTO,-58.42554218,-34.57929036
2017-0035,3,2017-03-23,05:00:00,2017,3,23,5,JUEVES,NOCHE,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.35881506,-34.61113641
2017-0036,2,2017-03-29,18:00:00,2017,3,29,18,MIERCOLES,NOCHE,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.51452347,-34.58159762
2017-0037,1,2017-03-31,03:00:00,2017,3,31,3,VIERNES,NOCHE,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.38896772,-34.61799615
2017-0038,1,2017-04-01,19:00:00,2017,4,1,19,SABADO,NOCHE,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.44516857,-34.64363363
2017-0040,1,2017-04-03,09:40:00,2017,4,3,9,LUNES,DIA,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,MULTIPLE,AUTO,MULTIPLE,-58.43834197,-34.54560369
2017-0041,1,2017-04-03,23:15:00,2017,4,3,23,LUNES,NOCHE,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,MOTO-AUTO,MOTO,AUTO,-58.45485084,-34.63531854
2017-0042,1,2017-04-10,09:00:00,2017,4,10,9,LUNES,DIA,AV. LEOPOLDO LUGONES PKM 6900,AUTOPISTA,14,MOTO-CARGAS,MOTO,CARGAS,SD,SD
2017-0045,1,2017-04-14,06:15:00,2017,4,14,6,VIERNES,DIA,NOGOYA 5940,CALLE,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.52449285,-34.62454175
2017-0047,1,2017-04-23,06:30:00,2017,4,23,6,DOMINGO,DIA,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.46713742,-34.6719879
2017-0049,1,2017-04-27,18:16:00,2017,4,27,18,JUEVES,NOCHE,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.43850413,-34.65554754
2017-0050,2,2017-04-28,11:08:08,2017,4,28,11,VIERNES,DIA,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,SD,SD
2017-0051,1,2017-05-01,03:47:47,2017,5,1,3,LUNES,NOCHE,AU DELLEPIANE 2400,AUTOPISTA,7,AUTO-AUTO,AUTO,AUTO,-58.47555878407781,-34.669255511278344
2017-0052,1,2017-05-05,03:40:00,2017,5,5,3,VIERNES,NOCHE,AV. GRAL. PAZ Y GOLETA JULIA,AUTOPISTA,8,PEATON-CARGAS,PEATON,CARGAS,-58.49413799,-34.68095739
2017-0053,1,2017-05-05,20:16:22,2017,5,5,20,VIERNES,NOCHE,VIEYTES Y VILLARINO,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,-58.37547846,-34.65326075
2017-0054,1,2017-05-07,21:00:00,2017,5,7,21,DOMINGO,NOCHE,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.48680218,-34.58689719
2017-0055,1,2017-05-09,08:30:00,2017,5,9,8,MARTES,DIA,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,AUTO-AUTO,AUTO,AUTO,-58.49563989,-34.57962262
2017-0058,1,2017-05-09,23:10:00,2017,5,9,23,MARTES,NOCHE,AV. CORDOBA Y LIBERTAD,AVENIDA,1,PEATON-MOTO,PEATON,MOTO,-58.38403232,-34.5991594
2017-0059,1,2017-05-11,09:24:00,2017,5,11,9,JUEVES,DIA,BRASIL Y LIMA,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38223382,-34.62693865
2017-0060,1,2017-05-13,07:20:00,2017,5,13,7,SABADO,DIA,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45966521,-34.67323292
2017-0061,1,2017-05-15,13:29:30,2017,5,15,13,LUNES,DIA,PARAGUAY Y AV. CALLAO,AVENIDA,2,PEATON-MOTO,PEATON,MOTO,-58.39303911,-34.59871111
2017-0062,1,2017-05-15,16:00:00,2017,5,15,16,LUNES,DIA,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,-58.51262106,-34.63395999
2017-0063,1,2017-05-17,10:13:00,2017,5,17,10,MIERCOLES,DIA,CHILE Y AV. 9 DE JULIO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38118367,-34.61646839
2017-0064,1,2017-05-20,05:00:00,2017,5,20,5,SABADO,NOCHE,MAIPU Y PERON,CALLE,1,CARGAS-AUTO,CARGAS,AUTO,-58.37653284,-34.60582475
2017-0065,1,2017-05-22,16:00:00,2017,5,22,16,LUNES,DIA,AV. SUAREZ Y HERRERA,AVENIDA,4,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.37709334,-34.64035082
2017-0066,1,2017-05-22,18:10:00,2017,5,22,18,LUNES,NOCHE,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46002142,-34.60409469
2017-0067,1,2017-05-23,02:45:00,2017,5,23,2,MARTES,NOCHE,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS,-58.4338197,-34.62801894
2017-0068,1,2017-05-27,19:50:00,2017,5,27,19,SABADO,NOCHE,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.43580656,-34.66437532
2017-0069,1,2017-05-24,14:15:00,2017,5,24,14,MIERCOLES,DIA,AV. GRAL. PAZ Y ULRICO SCHMIDL,AUTOPISTA,9,MOTO-SD,MOTO,SD,-58.52173071,-34.65997463
2017-0070,1,2017-05-30,13:20:00,2017,5,30,13,MARTES,DIA,NUEVA YORK  3696,CALLE,11,PEATON-AUTO,PEATON,AUTO,-58.50791763,-34.59804273
2017-0072,1,2017-06-03,23:20:00,2017,6,3,23,SABADO,NOCHE,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,AUTO-AUTO,AUTO,AUTO,-58.49175088,-34.58226957
2017-0073,1,2017-06-04,09:00:00,2017,6,4,9,DOMINGO,DIA,AV. CORRIENTES Y ECUADOR,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,-58.40781467,-34.60425669
2017-0074,1,2017-06-04,12:50:00,2017,6,4,12,DOMINGO,DIA,CASCO 133,CALLE,9,SD-SD,SD,SD,-58.52567073,-34.63787791
2017-0075,1,2017-06-12,22:38:00,2017,6,12,22,LUNES,NOCHE,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,PEATON-MOTO,PEATON,MOTO,-58.381542,-34.60906385
2017-0076,1,2017-06-13,14:50:00,2017,6,13,14,MARTES,DIA,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS,-58.38526125,-34.5780581
2017-0077,1,2017-06-17,23:45:00,2017,6,17,23,SABADO,NOCHE,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,MOTO-CARGAS,MOTO,CARGAS,-58.42934104,-34.58451712
2017-0079,1,2017-06-19,16:26:00,2017,6,19,16,LUNES,DIA,MEXICO Y DEAN FUNES,CALLE,3,MOTO-CARGAS,MOTO,CARGAS,-58.40657493,-34.61781124
2017-0080,1,2017-06-22,10:15:00,2017,6,22,10,JUEVES,DIA,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,-58.49525314,-34.64487785
2017-0082,1,2017-06-25,22:40:00,2017,6,25,22,DOMINGO,NOCHE,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,PEATON-AUTO,PEATON,AUTO,-58.39092851,-34.62932696
2017-0083,1,2017-07-04,00:25:00,2017,7,4,0,MARTES,NOCHE,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,-58.49603546,-34.64564271
2017-0084,1,2017-07-05,12:49:00,2017,7,5,12,MIERCOLES,DIA,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38502878,-34.58703485
2017-0085,1,2017-07-07,14:15:00,2017,7,7,14,VIERNES,DIA,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37261143,-34.63150425
2017-0086,1,2017-07-09,07:30:00,2017,7,9,7,DOMINGO,DIA,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,PEATON-MOTO,PEATON,MOTO,-58.51876802,-34.63905965
2017-0087,1,2017-07-10,10:45:00,2017,7,10,10,LUNES,DIA,24 DE NOVIEMBRE 390,CALLE,3,PEATON-AUTO,PEATON,AUTO,-58.41095567,-34.61516101
2017-0088,1,2017-07-10,22:30:00,2017,7,10,22,LUNES,NOCHE,AV. PASEO COLON Y BRASIL,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.36797542,-34.62519403
2017-0089,1,2017-07-13,12:05:00,2017,7,13,12,JUEVES,DIA,MARTINIANO LEGUIZAMON 901,CALLE,9,SD-AUTO,SD,AUTO,-58.51514709,-34.64787051
2017-0090,1,2017-07-15,05:15:00,2017,7,15,5,SABADO,NOCHE,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,11,PEATON-AUTO,PEATON,AUTO,-58.51925642,-34.59171721
2017-0091,1,2017-07-15,13:00:00,2017,7,15,13,SABADO,DIA,SUPERI Y AV. GRAL. PAZ,AUTOPISTA,12,MOTO-SD,MOTO,SD,-58.48671535,-34.54321216
2017-0092,1,2017-07-24,22:16:01,2017,7,24,22,LUNES,NOCHE,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,PEATON-AUTO,PEATON,AUTO,-58.38268809,-34.62282019
2017-0093,1,2017-07-25,16:48:40,2017,7,25,16,MARTES,DIA,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,-58.43633522,-34.54966288
2017-0094,1,2017-07-27,08:50:00,2017,7,27,8,JUEVES,DIA,VICTOR HUGO 2639,CALLE,10,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.52640838,-34.61765855
2017-0095,1,2017-08-06,08:00:00,2017,8,6,8,DOMINGO,DIA,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,-58.41894306,-34.59778875
2017-0096,1,2017-08-07,19:50:00,2017,8,7,19,LUNES,NOCHE,AV. CABILDO Y NUÑEZ,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46756026,-34.54972741
2017-0098,1,2017-08-08,12:10:00,2017,8,8,12,MARTES,DIA,JOSE BONIFACIO 2114,CALLE,7,PEATON-AUTO,PEATON,AUTO,-58.45715752,-34.63132912
2017-0099,1,2017-08-17,19:45:00,2017,8,17,19,JUEVES,NOCHE,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,BICICLETA-AUTO,BICICLETA,AUTO,-58.42406784,-34.56213916
2017-0100,1,2017-08-21,07:45:00,2017,8,21,7,LUNES,DIA,VENEZUELA 2135,CALLE,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.3967447,-34.61512051
2017-0101,1,2017-08-23,10:00:00,2017,8,23,10,MIERCOLES,DIA,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,MULTIPLE,PEATON,MULTIPLE,-58.44537508,-34.57084818
2017-0102,1,2017-08-24,01:10:00,2017,8,24,1,JUEVES,NOCHE,IRIARTE Y ZAVALETA,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.40056767,-34.6510708
2017-0104,1,2017-08-25,09:00:00,2017,8,25,9,VIERNES,DIA,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,-58.38109568,-34.61853244
2017-0106,1,2017-08-31,19:50:00,2017,8,31,19,JUEVES,NOCHE,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42533612,-34.58035258
2017-0107,1,2017-09-01,11:30:00,2017,9,1,11,VIERNES,DIA,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,MOTO-CARGAS,MOTO,CARGAS,-58.46062311,-34.54395182
2017-0108,2,2017-09-02,04:53:08,2017,9,2,4,SABADO,NOCHE,AV. GRAL. PAZ Y MACHAIN,AUTOPISTA,12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,-58.49491054,-34.54795581
2017-0109,1,2017-09-04,21:00:00,2017,9,4,21,LUNES,NOCHE,AV. DIRECTORIO Y PORTELA,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.47130269,-34.63665402
2017-0110,1,2017-09-06,14:15:00,2017,9,6,14,MIERCOLES,DIA,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492
2017-0111,1,2017-09-07,18:23:37,2017,9,7,18,JUEVES,NOCHE,USPALLATA Y PIROVANO,CALLE,4,PEATON-CARGAS,PEATON,CARGAS,-58.42023854,-34.6423411
2017-0112,2,2017-09-10,09:32:17,2017,9,10,9,DOMINGO,DIA,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.45807401,-34.6399743
2017-0113,1,2017-09-11,06:30:00,2017,9,11,6,LUNES,DIA,AV. SANTA FE Y MAIPU,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37697717,-34.59573848
2017-0114,1,2017-09-15,02:30:00,2017,9,15,2,VIERNES,NOCHE,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.3910058,-34.5849866
2017-0115,1,2017-09-19,18:52:33,2017,9,19,18,MARTES,NOCHE,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,MOTO-BICICLETA,MOTO,BICICLETA,-58.42182126,-34.63089661
2017-0116,1,2017-09-20,22:24:00,2017,9,20,22,MIERCOLES,NOCHE,COLECTORA AV. GRAL. PAZ 5750,AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.51389422,-34.58075791
2017-0118,1,2017-09-22,07:02:09,2017,9,22,7,VIERNES,DIA,VIEYTES Y CRUZ,AVENIDA,4,MOTO-AUTO,MOTO,AUTO,-58.37585415,-34.65232158
2017-0120,1,2017-10-02,15:55:33,2017,10,2,15,LUNES,DIA,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,-58.47297505,-34.66245085
2017-0123,1,2017-10-10,01:05:38,2017,10,10,1,MARTES,NOCHE,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,PEATON-AUTO,PEATON,AUTO,-58.46855503,-34.67216349
2017-0124,1,2017-10-12,14:40:28,2017,10,12,14,JUEVES,DIA,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.44254033,-34.59185043
2017-0125,1,2017-10-13,06:12:20,2017,10,13,6,VIERNES,DIA,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.46622247,-34.67926929
2017-0126,2,2017-10-14,06:15:00,2017,10,14,6,SABADO,DIA,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.48003734,-34.68148508
2017-0127,1,2017-10-16,07:45:00,2017,10,16,7,LUNES,DIA,GALLO Y AV. CORDOBA,AVENIDA,2,MOTO-MOTO,MOTO,MOTO,-58.41192137,-34.59800248
2017-0128,1,2017-10-17,12:30:00,2017,10,17,12,MARTES,DIA,DR. JUAN F. ARANGUREN 611,CALLE,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44034689,-34.61349731
2017-0129,1,2017-10-26,19:15:15,2017,10,26,19,JUEVES,NOCHE,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.47155277,-34.64925746
2017-0130,1,2017-10-27,05:30:00,2017,10,27,5,VIERNES,NOCHE,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15,AUTO-CARGAS,AUTO,CARGAS,-58.47883099,-34.59967065
2017-0132,1,2017-10-30,14:00:00,2017,10,30,14,LUNES,DIA,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.46552171,-34.6937413
2017-0134,1,2017-11-06,18:00:00,2017,11,6,18,LUNES,NOCHE,AV. CNEL. ROCA 3555,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4423972,-34.66777987
2017-0135,1,2017-11-07,12:14:10,2017,11,7,12,MARTES,DIA,AV. WARNES Y PUNTA ARENAS,AVENIDA,15,MOTO-CARGAS,MOTO,CARGAS,-58.47032551,-34.59626814
