ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2019-0093,1,2019-11-13,11:50:00,2019,11,13,11,MIERCOLES,DIA,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,BICICLETA-OTRO,BICICLETA,OTRO,-58.46483679,-34.60907662
2019-0094,1,2019-11-18,14:00:00,2019,11,18,14,LUNES,DIA,CAMARGO Y SERRANO,CALLE,15,MOTO-OTRO,MOTO,OTRO,-58.44368628,-34.59724326
2019-0095,1,2019-11-20,15:30:00,2019,11,20,15,MIERCOLES,DIA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,-58.37864583,-34.62907067
2019-0096,1,2019-11-22,19:33:00,2019,11,22,19,VIERNES,NOCHE,CASEROS AV. Y PIEDRAS,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37560352,-34.62726382
2019-0097,1,2019-11-25,08:50:00,2019,11,25,8,LUNES,DIA,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,MULTIPLE,MOTO,MULTIPLE,-58.47721439,-34.64815069
2019-0098,1,2019-11-25,14:00:00,2019,11,25,14,LUNES,DIA,GUZMAN 365,AVENIDA,15,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,-58.45134029,-34.58984288
2019-0100,1,2019-12-05,17:30:00,2019,12,5,17,JUEVES,DIA,de los constituyentes av. 4300,AVENIDA,12,MOTO-AUTO,MOTO,AUTO,-58.49040794,-34.58368803
2019-0101,1,2019-12-17,04:20:00,2019,12,17,4,MARTES,NOCHE,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,MOTO-MOTO,MOTO,MOTO,-58.42102679,-34.64991178
2019-0102,1,2019-12-17,14:30:00,2019,12,17,14,MARTES,DIA,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,MOTO-AUTO,MOTO,AUTO,-58.52219407,-34.64143926
2019-0103,1,2019-12-18,12:01:22,2019,12,18,12,MIERCOLES,DIA,"PAZ, GRAL. AV. Y GRIVEO",AUTOPISTA,11,MOTO-MOTO,MOTO,MOTO,-58.52169422,-34.5947164
2019-0104,1,2019-12-21,04:25:00,2019,12,21,4,SABADO,NOCHE,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,MOTO-AUTO,MOTO,AUTO,-58.47460416,-34.63206174
2019-0105,1,2019-05-05,11:00:00,2019,5,5,11,DOMINGO,DIA,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,PEATON-AUTO,PEATON,AUTO,-58.50512382,-34.61520391
2020-0001,1,2020-01-04,10:40:00,2020,1,4,10,SABADO,DIA,URIARTE Y LOYOLA,CALLE,15,PEATON-AUTO,PEATON,AUTO,-58.43910409,-34.59213355
2020-0002,1,2020-01-05,20:00:00,2020,1,5,20,DOMINGO,NOCHE,SARAZA Y VARELA AV.,AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45019436,-34.64646409
2020-0003,1,2020-01-11,06:00:00,2020,1,11,6,SABADO,DIA,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,-58.39337644,-34.60927582
2020-0004,1,2020-01-14,21:40:00,2020,1,14,21,MARTES,NOCHE,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39055614,-34.60919284
2020-0005,1,2020-01-14,06:00:00,2020,1,14,6,MARTES,DIA,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.41036975,-34.62477021
2020-0006,1,2020-01-20,12:55:00,2020,1,20,12,LUNES,DIA,LAFUENTE AV. 2250,AVENIDA,8,MOTO-CARGAS,MOTO,CARGAS,-58.44925765,-34.65412546
2020-0007,1,2020-01-27,00:37:00,2020,1,27,0,LUNES,NOCHE,CHILE Y LIMA,CALLE,1,PEATON-MOTO,PEATON,MOTO,-58.3815685,-34.61648696
2020-0008,1,2020-01-30,07:10:00,2020,1,30,7,JUEVES,DIA,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,MOTO-CARGAS,MOTO,CARGAS,-58.40662899,-34.59804521
2020-0009,1,2020-02-04,14:50:00,2020,2,4,14,MARTES,DIA,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,PEATON-AUTO,PEATON,AUTO,-58.41985649,-34.6060085
2020-0010,1,2020-02-08,05:45:00,2020,2,8,5,SABADO,NOCHE,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.38099833,-34.62214953
2020-0011,1,2020-02-12,11:29:00,2020,2,12,11,MIERCOLES,DIA,COLOMBRES 466,CALLE,5,MOTO-CARGAS,MOTO,CARGAS,-58.41803309,-34.61823178
2020-0012,1,2020-02-18,21:00:00,2020,2,18,21,MARTES,NOCHE,MEXICO 2860,CALLE,3,PEATON-MOTO,PEATON,MOTO,-58.40604003,-34.61783553
2020-0013,1,2020-02-20,12:00:00,2020,2,20,12,JUEVES,DIA,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,PEATON-MOTO,PEATON,MOTO,-58.47549929,-34.57994061
2020-0014,1,2020-02-27,02:14:00,2020,2,27,2,JUEVES,NOCHE,BERMUDEZ Y NOGOYA,CALLE,11,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.51398484,-34.61600366
2020-0015,1,2020-02-28,14:30:00,2020,2,28,14,VIERNES,DIA,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.36797542,-34.62519403
2020-0016,1,2020-02-29,13:00:00,2020,2,29,13,SABADO,DIA,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37133616,-34.59879316
2020-0017,1,2020-03-05,23:00:00,2020,3,5,23,JUEVES,NOCHE,BELGRANO AV. Y RINCON,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,-58.39613805,-34.61413568
2020-0018,1,2020-03-09,14:00:00,2020,3,9,14,LUNES,DIA,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.44903073,-34.54200276
2020-0019,1,2020-03-10,21:00:00,2020,3,10,21,MARTES,NOCHE,CONSTITUCION Y CASTRO,CALLE,5,PEATON-AUTO,PEATON,AUTO,-58.41972364,-34.6284667
2020-0020,1,2020-03-13,17:30:00,2020,3,13,17,VIERNES,DIA,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,PEATON-MOTO,PEATON,MOTO,-58.40571596,-34.60557123
2020-0021,1,2020-03-14,16:50:00,2020,3,14,16,SABADO,DIA,"BRAVO, MARIO 1279",CALLE,2,PEATON-AUTO,PEATON,AUTO,-58.4145159,-34.59488319
2020-0022,1,2020-04-07,06:15:00,2020,4,7,6,MARTES,DIA,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,AUTO-CARGAS,AUTO,CARGAS,-58.47297505,-34.66245085
2020-0023,1,2020-04-09,18:42:00,2020,4,9,18,JUEVES,NOCHE,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,AUTO-CARGAS,AUTO,CARGAS,-58.35791192,-34.63695178
2020-0024,1,2020-04-24,07:58:00,2020,4,24,7,VIERNES,DIA,MURGUIONDO 1339,CALLE,9,AUTO-AUTO,AUTO,AUTO,-58.50801713,-34.65177305
2020-0025,1,2020-05-12,05:35:00,2020,5,12,5,MARTES,NOCHE,RIVADAVIA AV. 2551,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,-58.40258477,-34.60975108
2020-0026,1,2020-05-17,06:40:00,2020,5,17,6,DOMINGO,DIA,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.413054677248745,-34.56452538148257
2020-0027,1,2020-05-18,08:00:00,2020,5,18,8,LUNES,DIA,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,PEATON-CARGAS,PEATON,CARGAS,-58.48267426,-34.68454456
2020-0028,1,2020-05-19,10:00:00,2020,5,19,10,MARTES,DIA,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44248936,-34.60221948
2020-0029,1,2020-06-10,14:00:00,2020,6,10,14,MIERCOLES,DIA,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AUTOPISTA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52909134,-34.63886726
2020-0030,1,2020-06-16,15:00:00,2020,6,16,15,MARTES,DIA,SAN MARTIN AV. 1550,AVENIDA,6,MULTIPLE,MOTO,MULTIPLE,-58.45158942,-34.6064658
2020-0031,1,2020-06-30,08:00:00,2020,6,30,8,MARTES,DIA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,-58.49344309,-34.65788529
2020-0032,1,2020-07-10,23:00:00,2020,7,10,23,VIERNES,NOCHE,CORRIENTES AV. Y SERRANO,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.44259166,-34.59635137
2020-0033,1,2020-07-19,06:25:00,2020,7,19,6,DOMINGO,DIA,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AUTOPISTA,13,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.46743471,-34.53476874
2020-0034,1,2020-08-02,03:20:00,2020,8,2,3,DOMINGO,NOCHE,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,PEATON-AUTO,PEATON,AUTO,-58.41178158,-34.60922259
2020-0035,1,2020-08-04,05:30:00,2020,8,4,5,MARTES,NOCHE,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45068621,-34.63638927
2020-0036,1,2020-08-07,18:40:00,2020,8,7,18,VIERNES,NOCHE,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,PEATON-MOTO,PEATON,MOTO,-58.42016954,-34.5877879
2020-0037,1,2020-08-29,04:30:00,2020,8,29,4,SABADO,NOCHE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,PEATON-AUTO,PEATON,AUTO,-58.43850413,-34.65554754
2020-0038,2,2020-08-30,04:00:00,2020,8,30,4,DOMINGO,NOCHE,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,AUTO-AUTO,AUTO,AUTO,-58.40617526,-34.58345898
2020-0039,1,2020-09-01,19:17:42,2020,9,1,19,MARTES,NOCHE,MURGUIONDO 2700,CALLE,9,PEATON-CARGAS,PEATON,CARGAS,-58.49331228266455,-34.66341350209044
2020-0040,1,2020-09-12,03:30:00,2020,9,12,3,SABADO,NOCHE,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.38526125,-34.5780581
2020-0041,1,2020-09-28,01:45:00,2020,9,28,1,LUNES,NOCHE,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.4475047,-34.63491705
2020-0042,1,2020-09-29,17:10:00,2020,9,29,17,MARTES,DIA,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46745752,-34.68192648
2020-0043,1,2020-09-30,17:20:00,2020,9,30,17,MIERCOLES,DIA,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37202621,-34.59717942
2020-0044,1,2020-10-05,00:20:00,2020,10,5,0,LUNES,NOCHE,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,AUTO-AUTO,AUTO,AUTO,-58.42779702,-34.62207347
2020-0045,1,2020-10-19,03:00:00,2020,10,19,3,LUNES,NOCHE,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AUTOPISTA,8,AUTO-CARGAS,AUTO,CARGAS,-58.46244952,-34.70524971
2020-0046,1,2020-10-27,21:00:00,2020,10,27,21,MARTES,NOCHE,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,MOTO-MOTO,MOTO,MOTO,-58.4844016,-34.60776782
2020-0047,1,2020-10-27,14:00:00,2020,10,27,14,MARTES,DIA,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,-58.46668375,-34.65174801
2020-0048,1,2020-10-29,20:20:00,2020,10,29,20,JUEVES,NOCHE,DORREGO AV. 614,AVENIDA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.4495878,-34.59322448
2020-0049,1,2020-10-30,20:00:00,2020,10,30,20,VIERNES,NOCHE,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.37533517,-34.59276462
